"Финансовое обеспечение закупок диагностических средств для выявления, определения чувствительности микобактерии туберкулеза и мониторинга лечения лиц, больных туберкулезом с множественной лекарственной устойчивостью возбудителя, в соответствии с перечнем, утвержденным Министерством здравоохранения Российской Федерации, а также медицинских изделий в соответствии со стандартом оснащения, предусмотренным порядком оказания медицинской помощи больным туберкулезом(реализация отдельных мероприятий государственной программы Российской Федерации ""Развитие здравоохранения"")";07187R3824;6 488,6
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;07187R3824600;6 488,6
"Подпрограмма ""Совершенствование оказания специализированной, включая высокотехнологичную, медицинской помощи, скорой, в том числе скорой специализированной, медицинской помощи, медицинской эвакуации""";720000000;1 681 503,5
"Ведомственная целевая программа ""Повышение эффективности системы оказания специализированной медицинской помощи, скорой, в том числе скорой специализированной, медицинской помощи, медицинской эвакуации""";726200000;1 333 763,5
Учреждения, обеспечивающие предоставление услуг в сфере здравоохранения;0726200Ж00;114 125,3
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;0726200Ж00600;114 125,3
Больницы, клиники, госпитали, медико-санитарные части;0726200К00;1 024 021,4
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;0726200К00600;1 024 021,4
Центры, станции и отделения переливания крови;0726200Н00;187 399,6
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;0726200Н00600;187 399,6
Обеспечение проезда по направлениям врачей в медицинские организации, расположенные на территории Томской области, оказывающие специализированную онкологическую, наркологическую и психиатрическую помощь, лиц, проживающих в районах Крайнего Севера и приравненных к ним местностях, при отсутствии круглогодичного транспортного наземного сообщения с областным центром;726240300;8 217,2
Межбюджетные трансферты;726240300500;8 217,2
"Основное мероприятие ""Оказание высокотехнологичных видов медицинской помощи""";728200000;117 688,3
Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд;728200000200;8 073,4
Софинансирование расходов, возникающих при оказании гражданам Российской Федерации высокотехнологичной медицинской помощи, не включенной в базовую программу обязательного медицинского страхования;07282R4020;109 614,9
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;07282R4020600;109 614,9
"Основное мероприятие ""Развитие санитарной авиации""";729400000;230 051,7
Больницы, клиники, госпитали, медико-санитарные части;0729400К00;68 723,4
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;0729400К00600;68 723,4
Закупка авиационной услуги для оказания медицинской помощи с применением авиации;07294R5540;161 328,3
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;07294R5540600;161 328,3
"Подпрограмма ""Охрана здоровья матери и ребенка""";730000000;357 103,1
"Ведомственная целевая программа ""Повышение эффективности оказания медицинской помощи в организациях родовспоможения и детства""";736300000;256 081,2
Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд;736300000200;23 000,0
Расходы за счет безвозмездных перечислений от физических и юридических лиц, международных организаций и правительств иностранных государств, в том числе добровольных пожертвований;736300091;400
Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд;736300091200;400
Больницы, клиники, госпитали, медико-санитарные части;0736300К00;128 203,6
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;0736300К00600;128 203,6
Поликлиники, амбулатории, диагностические центры;0736300Л00;19 275,2
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;0736300Л00600;19 275,2
Дома ребенка;0736300Т00;85 202,4
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами;0736300Т00100;65 172,5
Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд;0736300Т00200;18 362,8
Иные бюджетные ассигнования;0736300Т00800;1 667,1
"Основное мероприятие ""Развитие материально-технической базы детских поликлиник и детских поликлинических отделений медицинских организаций""";738000000;101 021,9
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;738000000600;17 173,7
Развитие материально-технической базы детских поликлиник и детских поликлинических отделений медицинских организаций за счет средств резервного фонда Правительства Российской Федерации;738056740;83 848,2
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;738056740600;83 848,2
"Подпрограмма ""Развитие медицинской реабилитации и санаторно-курортного лечения, паллиативной помощи, в том числе детям""";740000000;166 164,1
"Ведомственная целевая программа ""Развитие медицинской реабилитации и паллиативной помощи""";746400000;134 757,4
Больницы, клиники, госпитали, медико-санитарные части;0746400К00;130 666,2
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;0746400К00600;130 666,2
Дома ребенка;0746400Т00;4 091,2
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами;0746400Т00100;4 091,2
"Основное мероприятие ""Развитие паллиативной медицинской помощи""";749900000;31 406,7
Развитие паллиативной медицинской помощи за счет средств резервного фонда Правительства Российской Федерации;749956760;31 406,7
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;749956760600;31 406,7
"Подпрограмма ""Кадровое обеспечение системы здравоохранения и развитие международных отношений в сфере охраны здоровья""";750000000;497 377,5
"Ведомственная целевая программа ""Устранение дефицита медицинских кадров и кадрового дисбаланса на территории Томской области""";756500000;2 875,0
Осуществление государственной поддержки работников областных государственных автономных и бюджетных учреждений здравоохранения в виде частичной компенсации затрат, связанных с наймом жилых помещений в жилых домах, построенных в рамках реализации на территории Томской области инвестиционных проектов по строительству жилых домов, предназначенных для сдачи квартир в аренду;756500320;2 875,0
Социальное обеспечение и иные выплаты населению;756500320300;2 875,0
"Основное мероприятие ""Повышение престижа медицинских специальностей""";758600000;364 002,5
Учреждения, обеспечивающие предоставление услуг в сфере здравоохранения;0758600Ж00;42 624,9
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;0758600Ж00600;42 624,9
Больницы, клиники, госпитали, медико-санитарные части;0758600К00;278 879,7
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;0758600К00600;278 879,7
Поликлиники, амбулатории, диагностические центры;0758600Л00;15 604,5
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;0758600Л00600;15 604,5
Центры, станции и отделения переливания крови;0758600Н00;8 287,3
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;0758600Н00600;8 287,3
Дома ребенка;0758600Т00;18 606,1
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами;0758600Т00100;18 606,1
"Основное мероприятие ""Реализация отдельных мероприятий государственной программы Российской Федерации ""Развитие здравоохранения"" в части предоставления единовременных компенсационных выплат медицинским работникам""";758700000;130 500,0
"Финансовое обеспечение единовременных компенсационных выплат медицинским работникам (врачам, фельдшерам) в возрасте до 50 лет, прибывшим (переехавшим) на работу в сельские населенные пункты, либо рабочие поселки, либо поселки городского типа, либо города с населением до 50 тыс. человек (реализация отдельных мероприятий государственной программы Российской Федерации ""Развитие здравоохранения"")";07587R3825;130 500,0
Социальное обеспечение и иные выплаты населению;07587R3825300;130 500,0
"Подпрограмма ""Совершенствование организации оказания медицинской помощи населению Томской области""";760000000;537 600,3
"Ведомственная целевая программа ""Повышение эффективности функционирования системы здравоохранения Томской области""";766600000;404 127,4
Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд;766600000200;2 150,0
Учебно-методические кабинеты, централизованные бухгалтерии, группы хозяйственного обслуживания, учебные фильмотеки, межшкольные учебно-производственные комбинаты, логопедические пункты;0766600Е00;13 787,1
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами;0766600Е00100;10 634,7
Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд;0766600Е00200;3 145,4
Иные бюджетные ассигнования;0766600Е00800;7
Учреждения, обеспечивающие предоставление услуг в сфере здравоохранения;0766600Ж00;55 678,7
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;0766600Ж00600;55 678,7
Больницы, клиники, госпитали, медико-санитарные части;0766600К00;316 441,1
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;0766600К00600;316 441,1
Поликлиники, амбулатории, диагностические центры;0766600Л00;15 688,9
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;0766600Л00600;15 688,9
Центры, станции и отделения переливания крови;0766600Н00;381,6
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;0766600Н00600;381,6
"Основное мероприятие ""Развитие регионального сегмента Единой государственной информационной системы в сфере здравоохранения""";769300000;43 790,0
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;769300000600;17 790,0
Внедрение медицинских информационных систем в медицинских организациях государственной и муниципальной систем здравоохранения, оказывающих первичную медико-санитарную помощь, за счет средств резервного фонда Правительства Российской Федерации;769356780;26 000,0
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;769356780600;26 000,0
"Основное мероприятие ""Бюджетные инвестиции в объекты здравоохранения""";769600000;66 120,0
Бюджетные ассигнования на объекты капитального строительства государственной собственности, объекты недвижимого имущества, приобретаемые в государственную собственность (больницы, клиники, госпитали, медико-санитарные части);076960ИК00;46 746,6
Капитальные вложения в объекты государственной (муниципальной) собственности;076960ИК00400;46 746,6
Бюджетные ассигнования на объекты капитального строительства государственной собственности, объекты недвижимого имущества, приобретаемые в государственную собственность (поликлиники, амбулатории, диагностические центры);076960ИЛ00;14 120,0
Капитальные вложения в объекты государственной (муниципальной) собственности;076960ИЛ00400;14 120,0
Разработка проектно-сметной документации (больницы, клиники, госпитали, медико-санитарные части);076960ПК00;5 253,4
Капитальные вложения в объекты государственной (муниципальной) собственности;076960ПК00400;5 253,4
"Основное мероприятие ""Приобретение модульных конструкций врачебных амбулаторий, фельдшерских и фельдшерско-акушерских пунктов для населенных пунктов с численностью населения от 101 до 2000 человек""";769700000;14 731,8
Приобретение модульных конструкций врачебных амбулаторий, фельдшерских и фельдшерско-акушерских пунктов для населенных пунктов с численностью населения от 101 до 2000 человек за счет средств резервного фонда Правительства Российской Федерации;769756720;14 731,8
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;769756720600;14 731,8
"Основное мероприятие ""Приобретение передвижных медицинских комплексов для оказания медицинской помощи жителям населенных пунктов с численностью населения до 100 человек""";769800000;8 831,1
Приобретение передвижных медицинских комплексов для оказания медицинской помощи жителям населенных пунктов с численностью населения до 100 человек за счет средств резервного фонда Правительства Российской Федерации;769856730;8 831,1
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;769856730600;8 831,1
Обеспечивающая подпрограмма;770000000;83 399,1
Руководство и управление в сфере установленных функций органов государственной власти субъекта Российской Федерации;770100000;83 399,1
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами;770100000100;68 878,1
Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд;770100000200;14 360,8
Иные бюджетные ассигнования;770100000800;160,2
"Подпрограмма ""Оказание бесплатной медицинской помощи гражданам в рамках областной программы обязательного медицинского страхования""";780000000;5 936 115,9
"Основное мероприятие ""Организация оказания медицинской помощи в рамках областной программы обязательного медицинского страхования (за счет средств областного бюджета)""";789500000;5 936 115,9
Обязательное медицинское страхование неработающего населения;789500330;5 936 115,9
Социальное обеспечение и иные выплаты населению;789500330300;5 936 115,9
"Государственная программа ""Развитие молодежной политики, физической культуры и спорта в Томской области""";800000000;697 622,8
"Подпрограмма ""Развитие физической культуры и массового спорта""";810000000;89 512,1
"Ведомственная целевая программа ""Создание благоприятных условий для увеличения охвата населения спортом и физической культурой""";816000000;89 512,1
Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд;816000000200;50
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;816000000600;31 500,0
Дополнительное материальное обеспечение за выдающиеся достижения и особые заслуги перед Российской Федерацией в сфере физической культуры и спорта гражданам Российской Федерации, достигшим пенсионного возраста, постоянно проживающим на территории Томской области, имеющим выдающиеся достижения и особые заслуги перед Российской Федерацией в сфере физической культуры и спорта;816020050;1 324,8
Социальное обеспечение и иные выплаты населению;816020050300;1 324,8
Обеспечение условий для развития физической культуры и массового спорта;816040310;56 637,3
Межбюджетные трансферты;816040310500;56 637,3
"Подпрограмма ""Развитие спорта высших достижений и системы подготовки спортивного резерва""";820000000;343 788,9
"Ведомственная целевая программа ""Совершенствование системы подготовки спортсменов высокого класса и создание условий, направленных на увеличение числа перспективных спортсменов""";826100000;343 788,9
Социальное обеспечение и иные выплаты населению;826100000300;13 300,0
Мероприятия в сфере подготовки спортсменов высокого класса;826100810;205 592,7
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;826100810600;205 592,7
"Обеспечение участия спортивных сборных команд муниципальных районов и городских округов Томской области в официальных региональных спортивных, физкультурных мероприятиях, проводимых на территории Томской области, за исключением спортивных сборных команд муниципального образования ""Город Томск"", муниципального образования ""Городской округ закрытое административно-территориальное образование Северск Томской области"", муниципального образования ""Томский район""";826140320;6 000,0
Межбюджетные трансферты;826140320500;6 000,0
"Достижение целевых показателей по плану мероприятий (""дорожной карте"") ""Изменения в сфере образования в Томской области"" в части повышения заработной платы педагогических работников муниципальных организаций дополнительного образования";826140330;99 744,9
Межбюджетные трансферты;826140330500;99 744,9
"Достижение целевых показателей по плану мероприятий (""дорожной карте"") ""Изменения в отраслях социальной сферы, направленные на повышение эффективности здравоохранения в Томской области"" в части повышения заработной платы работников муниципальных учреждений дополнительного образования детей в сфере физической культуры и спорта, занимающих должности врачей, а также среднего медицинского персонала";826140340;9 151,3
Межбюджетные трансферты;826140340500;9 151,3
Приобретение спортивного инвентаря и оборудования для спортивных школ;826140360;10 000,0
Межбюджетные трансферты;826140360500;10 000,0
"Подпрограмма ""Расширение сети спортивных сооружений""";830000000;207 000,0
"Основное мероприятие ""Развитие материально-технической базы для занятий спортом, физической культурой по месту жительства и в образовательных учреждениях""";838000000;167 000,0
Бюджетные ассигнования на объекты капитального строительства государственной собственности, объекты недвижимого имущества, приобретаемые в государственную собственность;083800И380;147 000,0
Капитальные вложения в объекты государственной (муниципальной) собственности;083800И380400;147 000,0
Бюджетные ассигнования на объекты капитального строительства государственной (муниципальной) собственности, объекты недвижимого имущества, приобретаемые в государственную (муниципальную) собственность;083804И380;20 000,0
Межбюджетные трансферты;083804И380500;20 000,0
"Основное мероприятие ""Укрепление материально-технической базы физической культуры и спорта муниципальных образований, принимающих областные сельские спортивные игры""";838200000;40 000,0
"Капитальный ремонт стадиона МАУДО ""ДЮСШ им. О. Рахматулиной"" по адресу: Томская область, г. Колпашево, ул. Ленина, 52";838240370;20 000,0
Межбюджетные трансферты;838240370500;20 000,0
"Капитальный ремонт стадиона ""Кедр"" в с. Кривошеино Томской области";838240390;20 000,0
Межбюджетные трансферты;838240390500;20 000,0
"Подпрограмма ""Создание условий для развития эффективной молодежной политики в Томской области""";840000000;35 718,6
"Ведомственная целевая программа ""Развитие и реализация потенциала молодежи в интересах области""";846200000;35 718,6
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;846200000600;35 718,6
Обеспечивающая подпрограмма;850000000;21 603,2
Руководство и управление в сфере установленных функций органов государственной власти субъекта Российской Федерации;850100000;21 603,2
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами;850100000100;18 511,8
Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд;850100000200;2 835,2
Иные бюджетные ассигнования;850100000800;256,2
"Государственная программа ""Развитие образования в Томской области""";900000000;15 621 525,3
"Подпрограмма ""Развитие дошкольного, общего и дополнительного образования в Томской области""";910000000;12 949 657,6
"Ведомственная целевая программа ""Обеспечение государственных гарантий реализации прав на получение общедоступного, бесплатного и качественного дошкольного, начального общего, основного общего, среднего общего образования, содействие развитию дошкольного, начального общего, основного общего, среднего общего образования и форм предоставления услуг по присмотру и уходу за детьми дошкольного возраста""";916000000;12 658 121,6
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами;916000000100;733,5
Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд;916000000200;9 131,9
Общеобразовательные организации;0916000А00;105 520,6
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами;0916000А00100;20 877,2
Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд;0916000А00200;6 324,8
Социальное обеспечение и иные выплаты населению;0916000А00300;46,5
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;0916000А00600;77 783,6
Иные бюджетные ассигнования;0916000А00800;488,5
Школы-интернаты;0916000Б00;436 293,6
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами;0916000Б00100;80 940,6
Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд;0916000Б00200;28 702,5
Социальное обеспечение и иные выплаты населению;0916000Б00300;404,7
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;0916000Б00600;319 708,0
Иные бюджетные ассигнования;0916000Б00800;6 537,8
Организация дополнительного профессионального образования;0916000Г00;70 020,6
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;0916000Г00600;70 020,6
Учебно-методические кабинеты, централизованные бухгалтерии, группы хозяйственного обслуживания, учебные фильмотеки, межшкольные учебно-производственные комбинаты, логопедические пункты;0916000Е00;28 556,6
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами;0916000Е00100;23 368,6
Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд;0916000Е00200;5 180,0
Иные бюджетные ассигнования;0916000Е00800;8
"Достижение целевых показателей по плану мероприятий (""дорожной карте"") ""Изменения в отраслях социальной сферы, направленные на повышение эффективности здравоохранения в Томской области"" в части повышения заработной платы работников муниципальных образовательных организаций, занимающих должности врачей, а также среднего медицинского персонала";916040360;18 268,0
Межбюджетные трансферты;916040360500;18 268,0
Обеспечение государственных гарантий реализации прав на получение общедоступного и бесплатного дошкольного образования в муниципальных дошкольных образовательных организациях в Томской области;916040370;3 352 672,9
Межбюджетные трансферты;916040370500;3 352 672,9
Осуществление отдельных государственных полномочий по обеспечению предоставления бесплатной методической, психолого-педагогической, диагностической и консультативной помощи, в том числе в дошкольных образовательных организациях и общеобразовательных организациях, если в них созданы соответствующие консультационные центры, родителям (законным представителям) несовершеннолетних обучающихся, обеспечивающих получение детьми дошкольного образования в форме семейного образования;916040380;8 071,0
Межбюджетные трансферты;916040380500;8 071,0
"Достижение целевых показателей по плану мероприятий (""дорожной карте"") ""Изменения в сфере образования в Томской области"" в части повышения заработной платы педагогических работников муниципальных дошкольных образовательных организаций";916040390;69 618,4
Межбюджетные трансферты;916040390500;69 618,4
Стимулирующие выплаты в муниципальных организациях дополнительного образования Томской области;916040400;37 454,3
Межбюджетные трансферты;916040400500;37 454,3
"Достижение целевых показателей по плану мероприятий (""дорожной карте"") ""Изменения в сфере образования в Томской области"" в части повышения заработной платы педагогических работников муниципальных организаций дополнительного образования Томской области";916040410;316 602,9
Межбюджетные трансферты;916040410500;316 602,9
Обеспечение государственных гарантий реализации прав на получение общедоступного и бесплатного дошкольного, начального общего, основного общего, среднего общего образования в муниципальных общеобразовательных организациях в Томской области, обеспечение дополнительного образования детей в муниципальных общеобразовательных организациях в Томской области;916040420;7 501 269,3
Межбюджетные трансферты;916040420500;7 501 269,3
Осуществление отдельных государственных полномочий по финансовому обеспечению получения дошкольного, начального общего, основного общего, среднего общего образования в частных общеобразовательных организациях, осуществляющих образовательную деятельность по имеющим государственную аккредитацию основным общеобразовательным программам;916040430;25 930,2
Межбюджетные трансферты;916040430500;25 930,2
Частичная оплата стоимости питания отдельных категорий обучающихся в муниципальных общеобразовательных организациях Томской области, за исключением обучающихся с ограниченными возможностями здоровья;916040440;46 767,8
